sample_id,sample_ts,cam_id,people_count,unknown_count,lying_count,fall_count,extra
319,2026-03-24 00:22:46.680631-07,CAM_01,1,0,0,0,"{""fps"": 30.49119596350533}"
320,2026-03-24 00:22:56.682889-07,CAM_01,1,0,0,0,"{""fps"": 27.386652656253535}"
321,2026-03-24 00:23:06.685634-07,CAM_01,1,0,0,0,"{""fps"": 27.658306668291733}"
322,2026-03-24 00:23:16.75894-07,CAM_01,1,0,0,0,"{""fps"": 28.15768698957098}"
323,2026-03-24 00:23:26.783132-07,CAM_01,1,0,0,0,"{""fps"": 27.970842304551617}"
324,2026-03-24 00:23:36.839779-07,CAM_01,1,0,0,0,"{""fps"": 28.96625682572115}"
325,2026-03-24 00:23:46.874194-07,CAM_01,1,0,0,0,"{""fps"": 29.632851977652862}"
326,2026-03-24 00:23:56.94812-07,CAM_01,0,0,0,0,"{""fps"": 30.59301259122722}"
327,2026-03-24 00:24:06.946612-07,CAM_01,1,0,0,0,"{""fps"": 26.927441134523775}"
328,2026-03-24 00:24:16.96239-07,CAM_01,2,0,0,0,"{""fps"": 28.56404510794048}"
329,2026-03-24 00:24:27.032492-07,CAM_01,1,0,0,0,"{""fps"": 29.849546133326374}"
330,2026-03-24 00:24:37.03677-07,CAM_01,1,0,0,0,"{""fps"": 29.71930963235471}"
331,2026-03-24 00:24:47.059321-07,CAM_01,1,0,0,0,"{""fps"": 29.98678605099972}"
332,2026-03-24 00:24:57.090645-07,CAM_01,1,0,0,0,"{""fps"": 30.02518289547184}"
333,2026-03-24 00:25:07.09951-07,CAM_01,1,0,0,0,"{""fps"": 26.425419955110282}"
334,2026-03-24 00:25:17.116282-07,CAM_01,2,0,0,0,"{""fps"": 23.120455558661355}"
335,2026-03-24 00:25:27.143254-07,CAM_01,2,0,0,0,"{""fps"": 29.376923766548128}"
336,2026-03-24 00:25:37.199482-07,CAM_01,2,0,0,0,"{""fps"": 29.089530400656006}"
337,2026-03-24 00:25:47.200701-07,CAM_01,1,0,0,0,"{""fps"": 29.955541313963074}"
338,2026-03-24 00:25:57.205221-07,CAM_01,1,0,0,0,"{""fps"": 29.310163940536032}"
339,2026-03-24 00:26:07.23204-07,CAM_01,1,0,0,0,"{""fps"": 29.833176773062846}"
340,2026-03-24 00:26:17.28284-07,CAM_01,1,0,0,0,"{""fps"": 29.98241594445121}"
341,2026-03-24 00:26:27.289293-07,CAM_01,1,0,0,0,"{""fps"": 30.061725024073947}"
342,2026-03-24 00:26:37.312568-07,CAM_01,1,0,0,0,"{""fps"": 28.070585623435186}"
343,2026-03-24 00:26:47.319695-07,CAM_01,1,0,0,0,"{""fps"": 29.61950800624455}"
344,2026-03-24 00:26:57.334668-07,CAM_01,1,0,0,0,"{""fps"": 28.636053536917576}"
345,2026-03-24 00:27:07.339858-07,CAM_01,1,0,0,0,"{""fps"": 28.11117096891762}"
346,2026-03-24 00:27:17.371805-07,CAM_01,1,0,0,0,"{""fps"": 29.95852965755659}"
347,2026-03-24 00:27:27.379562-07,CAM_01,1,0,0,0,"{""fps"": 29.84673524292419}"
348,2026-03-24 00:27:37.430103-07,CAM_01,1,0,0,0,"{""fps"": 29.65808698226442}"
349,2026-03-24 00:27:47.460872-07,CAM_01,1,0,0,0,"{""fps"": 29.986516339822554}"
350,2026-03-24 00:27:57.466085-07,CAM_01,1,0,0,0,"{""fps"": 29.84135566980237}"
351,2026-03-24 00:28:07.488874-07,CAM_01,1,0,0,0,"{""fps"": 28.625796368341494}"
352,2026-03-24 00:28:17.509501-07,CAM_01,1,0,0,0,"{""fps"": 27.960162655822945}"
353,2026-03-24 00:28:27.526961-07,CAM_01,1,0,0,0,"{""fps"": 27.719099031636077}"
354,2026-03-24 00:28:37.559824-07,CAM_01,1,0,0,0,"{""fps"": 29.961875312675534}"
355,2026-03-24 00:28:47.603296-07,CAM_01,1,0,0,0,"{""fps"": 28.011571731702002}"
356,2026-03-24 00:28:57.609128-07,CAM_01,1,0,0,0,"{""fps"": 28.070047954657696}"
357,2026-03-24 00:29:07.608698-07,CAM_01,1,0,0,0,"{""fps"": 29.700895281837102}"
358,2026-03-24 00:29:17.625945-07,CAM_01,1,0,0,0,"{""fps"": 30.703549942488443}"
359,2026-03-24 00:29:27.623936-07,CAM_01,1,0,0,0,"{""fps"": 27.85368247367324}"
360,2026-03-24 00:29:37.648841-07,CAM_01,1,0,0,0,"{""fps"": 29.183491996342934}"
361,2026-03-24 00:29:47.661197-07,CAM_01,1,0,0,0,"{""fps"": 29.104642596514033}"
362,2026-03-24 00:29:57.684847-07,CAM_01,1,0,0,0,"{""fps"": 27.51820390141009}"
363,2026-03-24 00:30:07.691382-07,CAM_01,1,0,0,0,"{""fps"": 30.33094524057904}"
364,2026-03-24 00:30:17.712549-07,CAM_01,1,0,0,0,"{""fps"": 29.069564140617924}"
365,2026-03-24 00:30:27.726712-07,CAM_01,1,0,0,0,"{""fps"": 28.281056488028515}"
366,2026-03-24 00:30:37.763191-07,CAM_01,1,0,0,0,"{""fps"": 28.514092267789774}"
367,2026-03-24 00:30:47.790661-07,CAM_01,1,0,0,0,"{""fps"": 30.627458647424152}"
368,2026-03-24 00:30:57.847465-07,CAM_01,1,0,0,0,"{""fps"": 24.92396779823817}"
369,2026-03-24 00:31:07.880684-07,CAM_01,1,0,0,0,"{""fps"": 29.811223484101834}"
370,2026-03-24 00:31:17.9102-07,CAM_01,1,0,0,0,"{""fps"": 29.972636224718315}"
371,2026-03-24 00:31:27.918766-07,CAM_01,1,0,0,0,"{""fps"": 20.526495796607737}"
372,2026-03-24 00:31:37.921958-07,CAM_01,1,0,0,0,"{""fps"": 29.592716890520528}"
373,2026-03-24 00:31:47.941064-07,CAM_01,1,0,0,0,"{""fps"": 29.967776615015573}"
374,2026-03-24 00:31:57.951316-07,CAM_01,1,0,0,0,"{""fps"": 27.95062015168096}"
375,2026-03-24 00:32:07.957553-07,CAM_01,1,0,0,0,"{""fps"": 29.809740364656008}"
376,2026-03-24 00:32:18.004749-07,CAM_01,1,0,0,0,"{""fps"": 30.42320507348922}"
377,2026-03-24 00:32:28.011293-07,CAM_01,1,0,0,0,"{""fps"": 26.407615721697084}"
378,2026-03-24 00:32:38.017948-07,CAM_01,1,0,0,0,"{""fps"": 29.673767856738586}"
379,2026-03-24 00:32:48.068969-07,CAM_01,1,0,0,0,"{""fps"": 29.328336083685286}"
380,2026-03-24 00:32:58.058169-07,CAM_01,1,0,0,0,"{""fps"": 30.077413179259853}"
381,2026-03-24 00:33:08.081592-07,CAM_01,1,0,0,0,"{""fps"": 28.841937832114937}"
382,2026-03-24 00:33:18.080666-07,CAM_01,1,0,0,0,"{""fps"": 29.6689191435542}"
383,2026-03-24 00:33:28.121343-07,CAM_01,1,0,0,0,"{""fps"": 29.35889688359068}"
384,2026-03-24 00:33:38.130986-07,CAM_01,1,0,0,0,"{""fps"": 29.920538692356548}"
385,2026-03-24 00:33:48.139759-07,CAM_01,1,0,0,0,"{""fps"": 29.991519464949267}"
386,2026-03-24 00:33:58.14576-07,CAM_01,1,0,0,0,"{""fps"": 29.817037322623168}"
387,2026-03-24 00:34:08.166365-07,CAM_01,1,0,0,0,"{""fps"": 28.536736866652873}"
388,2026-03-24 00:34:18.179927-07,CAM_01,1,0,0,0,"{""fps"": 29.628107542504118}"
389,2026-03-24 00:34:28.254273-07,CAM_01,2,0,0,0,"{""fps"": 30.51561965706153}"
390,2026-03-24 00:34:38.29087-07,CAM_01,1,0,0,0,"{""fps"": 28.916985173588948}"
391,2026-03-24 00:34:48.320631-07,CAM_01,2,0,0,0,"{""fps"": 27.65390683669224}"
392,2026-03-24 00:34:58.334458-07,CAM_01,2,0,0,0,"{""fps"": 29.91328344026799}"
393,2026-03-24 00:35:08.390137-07,CAM_01,2,0,0,0,"{""fps"": 30.07145865398959}"
394,2026-03-24 00:35:18.416958-07,CAM_01,1,0,0,0,"{""fps"": 30.11468942988803}"
395,2026-03-24 00:35:28.427996-07,CAM_01,2,0,0,0,"{""fps"": 27.650549806560008}"
396,2026-03-24 00:35:38.450042-07,CAM_01,2,0,0,0,"{""fps"": 28.50093501297421}"
397,2026-03-24 00:35:48.453651-07,CAM_01,2,0,0,0,"{""fps"": 29.034436148137345}"
398,2026-03-24 00:35:58.474008-07,CAM_01,2,0,0,0,"{""fps"": 28.065831531842715}"
399,2026-03-24 00:36:08.489996-07,CAM_01,2,0,0,0,"{""fps"": 30.4276334233673}"
400,2026-03-24 00:36:18.490323-07,CAM_01,2,0,0,0,"{""fps"": 29.173714769820958}"
401,2026-03-24 00:36:28.491396-07,CAM_01,2,0,0,0,"{""fps"": 30.325427441526784}"
402,2026-03-24 00:36:38.507802-07,CAM_01,2,0,0,0,"{""fps"": 27.96964506522729}"
403,2026-03-24 00:36:48.540413-07,CAM_01,2,0,0,0,"{""fps"": 30.232451247328978}"
404,2026-03-24 00:36:58.572893-07,CAM_01,2,0,0,0,"{""fps"": 27.14736651582037}"
405,2026-03-24 00:37:08.58059-07,CAM_01,2,0,0,0,"{""fps"": 29.950357702553713}"
406,2026-03-24 00:37:18.595707-07,CAM_01,2,0,0,0,"{""fps"": 27.45413176569927}"
407,2026-03-24 00:37:28.60048-07,CAM_01,2,0,0,0,"{""fps"": 29.037605381190755}"
408,2026-03-24 00:37:38.626454-07,CAM_01,1,0,0,0,"{""fps"": 30.11068639533952}"
409,2026-03-24 00:44:03.779127-07,CAM_01,0,0,0,0,"{""fps"": 0.8497059367531552}"
410,2026-03-24 00:44:22.550185-07,CAM_01,1,0,0,0,"{""fps"": 0.8497059367531552}"
411,2026-03-24 00:44:32.471426-07,CAM_01,1,0,0,0,"{""fps"": 26.473936501101424}"
412,2026-03-24 00:44:42.46481-07,CAM_01,1,0,0,0,"{""fps"": 25.03087974608002}"
413,2026-03-24 00:44:52.665398-07,CAM_01,1,0,0,0,"{""fps"": 18.820318027710524}"
414,2026-03-24 00:45:02.537918-07,CAM_01,1,0,0,0,"{""fps"": 18.990623097316135}"
415,2026-03-24 00:45:18.367452-07,CAM_01,1,0,0,0,"{""fps"": 24.734054472777057}"
416,2026-03-24 00:45:30.838836-07,CAM_01,1,0,0,0,"{""fps"": 12.670847682919462}"
417,2026-03-24 00:45:49.075805-07,CAM_01,1,0,0,0,"{""fps"": 1.2699974651347528}"
418,2026-03-24 00:46:06.388872-07,CAM_01,1,0,0,0,"{""fps"": 0.633831276943716}"
419,2026-03-24 00:46:12.370125-07,CAM_01,1,0,0,0,"{""fps"": 0.1004829323518822}"
420,2026-03-24 00:46:23.94816-07,CAM_01,1,0,0,0,"{""fps"": 1.838558582200311}"
421,2026-03-24 00:46:33.73632-07,CAM_01,1,0,0,0,"{""fps"": 16.80339195057189}"
422,2026-03-24 00:46:45.752542-07,CAM_01,1,0,0,0,"{""fps"": 26.624378449823887}"
423,2026-03-24 00:46:54.502514-07,CAM_01,1,0,0,0,"{""fps"": 18.213978323723268}"
424,2026-03-24 00:47:08.644411-07,CAM_01,1,0,0,0,"{""fps"": 1.4632466172723964}"
425,2026-03-24 00:47:23.616631-07,CAM_01,1,0,0,0,"{""fps"": 1.1040237529524484}"
426,2026-03-24 00:47:32.876913-07,CAM_01,1,0,0,0,"{""fps"": 1.3938423087746414}"
427,2026-03-24 00:47:43.710167-07,CAM_01,1,0,0,0,"{""fps"": 23.56698108569382}"
428,2026-03-24 00:47:53.341523-07,CAM_01,1,0,0,0,"{""fps"": 19.37845589757237}"
429,2026-03-24 00:48:03.095296-07,CAM_01,1,0,0,0,"{""fps"": 22.561386579728683}"
430,2026-03-24 00:48:14.419421-07,CAM_01,1,0,0,0,"{""fps"": 25.793323985929696}"
431,2026-03-24 00:48:24.523589-07,CAM_01,1,0,0,0,"{""fps"": 1.6260120325473466}"
432,2026-03-24 00:48:34.950173-07,CAM_01,1,0,0,0,"{""fps"": 1.2066678960706734}"
433,2026-03-24 00:48:45.572923-07,CAM_01,1,0,0,0,"{""fps"": 0.7768383378420276}"
434,2026-03-24 00:48:56.829225-07,CAM_01,1,0,0,0,"{""fps"": 1.1246827171265983}"
435,2026-03-24 00:49:07.484871-07,CAM_01,1,0,0,0,"{""fps"": 1.1231253146343814}"
436,2026-03-24 00:49:21.365584-07,CAM_01,1,0,0,0,"{""fps"": 0.8689566501338387}"
437,2026-03-24 00:49:33.904322-07,CAM_01,1,0,0,0,"{""fps"": 0.44161887810191347}"
438,2026-03-24 00:49:47.600595-07,CAM_01,1,0,0,0,"{""fps"": 0.1418471290297653}"
439,2026-03-24 00:49:57.93115-07,CAM_01,1,0,0,0,"{""fps"": 0.0808547123189072}"
440,2026-03-24 00:50:11.593964-07,CAM_01,1,0,0,0,"{""fps"": 1.6023818771545328}"
441,2026-03-24 00:50:26.366596-07,CAM_01,1,0,0,0,"{""fps"": 1.6731175152216131}"
442,2026-03-24 00:50:38.901437-07,CAM_01,1,0,0,0,"{""fps"": 0.2425168148199298}"
443,2026-03-24 00:50:47.614282-07,CAM_01,1,0,0,0,"{""fps"": 0.09484529657618597}"
444,2026-03-24 00:51:57.485666-07,CAM_01,1,0,0,0,"{""fps"": 0.09259323483913887}"
445,2026-03-24 02:54:35.35152-07,CAM_01,0,0,0,0,"{""fps"": 0.3865910020783521}"
446,2026-03-24 02:54:46.939327-07,CAM_01,1,0,0,0,"{""fps"": 0.3865910020783521}"
447,2026-03-24 02:55:11.816185-07,CAM_01,1,0,0,0,"{""fps"": 0.3435268323926992}"
448,2026-03-24 02:55:21.699746-07,CAM_01,1,0,0,0,"{""fps"": 24.98628058333792}"
449,2026-03-24 02:55:31.719423-07,CAM_01,1,0,0,0,"{""fps"": 18.66104670004927}"
450,2026-03-24 02:55:41.780227-07,CAM_01,1,0,0,0,"{""fps"": 23.67254227865569}"
451,2026-03-24 02:55:51.804657-07,CAM_01,1,0,0,0,"{""fps"": 24.162825128899385}"
452,2026-03-24 02:56:01.872498-07,CAM_01,0,0,0,0,"{""fps"": 16.197507216713813}"
453,2026-03-24 02:56:11.904978-07,CAM_01,2,0,0,0,"{""fps"": 20.400699164336782}"
454,2026-03-24 02:56:21.916685-07,CAM_01,1,0,1,0,"{""fps"": 24.24100073284123}"
455,2026-03-24 02:56:31.94663-07,CAM_01,1,0,1,0,"{""fps"": 23.850052384998225}"
456,2026-03-24 02:56:41.991697-07,CAM_01,1,0,0,0,"{""fps"": 23.512644114171568}"
457,2026-03-24 02:56:52.005043-07,CAM_01,2,0,0,0,"{""fps"": 24.745195647009197}"
458,2026-03-24 02:57:02.088154-07,CAM_01,2,0,0,0,"{""fps"": 24.841232557021126}"
459,2026-03-24 02:57:12.108759-07,CAM_01,2,0,0,0,"{""fps"": 24.936882319864754}"
460,2026-03-24 02:57:22.164676-07,CAM_01,1,0,0,0,"{""fps"": 22.53495606023089}"
461,2026-03-24 02:57:32.168379-07,CAM_01,2,0,0,0,"{""fps"": 23.445818148319322}"
462,2026-03-24 02:57:42.202303-07,CAM_01,2,0,0,0,"{""fps"": 24.171146514478238}"
463,2026-03-24 02:57:52.280836-07,CAM_01,1,0,1,0,"{""fps"": 23.823230131115775}"
464,2026-03-24 02:58:02.333776-07,CAM_01,1,0,1,0,"{""fps"": 25.389284861172744}"
465,2026-03-24 02:58:12.426086-07,CAM_01,1,0,0,0,"{""fps"": 23.9191120421396}"
466,2026-03-24 02:58:22.455743-07,CAM_01,2,0,0,0,"{""fps"": 21.70371964556077}"
467,2026-03-24 02:58:32.473439-07,CAM_01,1,0,0,0,"{""fps"": 23.37405648274461}"
468,2026-03-24 02:58:42.504204-07,CAM_01,2,0,0,0,"{""fps"": 25.533460658903973}"
469,2026-03-24 02:58:52.540715-07,CAM_01,1,0,0,0,"{""fps"": 23.206825617228095}"
470,2026-03-24 02:59:02.590192-07,CAM_01,2,0,0,0,"{""fps"": 24.738751997418014}"
471,2026-03-24 02:59:12.614378-07,CAM_01,1,0,0,0,"{""fps"": 24.50235121850166}"
472,2026-03-24 02:59:22.605986-07,CAM_01,1,0,0,0,"{""fps"": 22.229560283838296}"
473,2026-03-24 02:59:32.62312-07,CAM_01,1,0,0,0,"{""fps"": 23.67822751712299}"
474,2026-03-24 02:59:42.666585-07,CAM_01,1,0,0,0,"{""fps"": 25.653627731310877}"
475,2026-03-24 02:59:52.720206-07,CAM_01,1,0,0,0,"{""fps"": 22.717512267867395}"
476,2026-03-24 03:00:02.768822-07,CAM_01,1,0,0,0,"{""fps"": 24.851215261319467}"
477,2026-03-24 03:00:12.788419-07,CAM_01,1,0,0,0,"{""fps"": 24.956492930339184}"
478,2026-03-24 03:00:22.860671-07,CAM_01,2,0,0,0,"{""fps"": 22.962733429323816}"
479,2026-03-24 03:00:32.924388-07,CAM_01,2,0,0,0,"{""fps"": 22.647924057017985}"
480,2026-03-24 03:00:42.923332-07,CAM_01,2,0,0,0,"{""fps"": 21.842995967287592}"
481,2026-03-24 03:00:53.014275-07,CAM_01,2,0,0,0,"{""fps"": 19.634999916906057}"
482,2026-03-24 03:01:03.085931-07,CAM_01,2,0,0,0,"{""fps"": 25.659253416997586}"
483,2026-03-24 03:01:13.090625-07,CAM_01,1,0,0,0,"{""fps"": 22.488490496656325}"
484,2026-03-24 03:01:23.110631-07,CAM_01,1,0,0,0,"{""fps"": 20.45346775098058}"
485,2026-03-24 03:01:33.148725-07,CAM_01,2,0,0,0,"{""fps"": 25.912679241086597}"
486,2026-03-24 03:01:43.151238-07,CAM_01,2,0,0,0,"{""fps"": 23.62089355200756}"
487,2026-03-24 03:01:53.163626-07,CAM_01,2,0,0,0,"{""fps"": 18.60091641724784}"
488,2026-03-24 03:02:03.201845-07,CAM_01,2,0,1,0,"{""fps"": 25.681042579306602}"
489,2026-03-24 03:02:13.273364-07,CAM_01,2,0,1,0,"{""fps"": 22.35496684260544}"
490,2026-03-24 03:02:23.260236-07,CAM_01,2,0,0,0,"{""fps"": 21.757079120820045}"
491,2026-03-24 03:02:33.263643-07,CAM_01,2,0,0,0,"{""fps"": 24.638109208580726}"
492,2026-03-24 03:02:43.261779-07,CAM_01,1,0,0,0,"{""fps"": 19.837649546070477}"
493,2026-03-24 03:02:53.27676-07,CAM_01,1,0,0,0,"{""fps"": 21.727135453224516}"
494,2026-03-24 03:03:03.330293-07,CAM_01,1,0,0,0,"{""fps"": 22.14544523783015}"
495,2026-03-24 03:03:13.351453-07,CAM_01,1,0,0,0,"{""fps"": 20.093739349201112}"
496,2026-03-24 03:03:23.393996-07,CAM_01,1,0,0,0,"{""fps"": 22.57416816117474}"
497,2026-03-24 03:03:33.405373-07,CAM_01,2,0,0,0,"{""fps"": 21.58847822939956}"
498,2026-03-24 03:03:43.424396-07,CAM_01,2,0,1,0,"{""fps"": 22.890522033692392}"
499,2026-03-24 03:03:53.425119-07,CAM_01,1,0,0,0,"{""fps"": 18.523481109561775}"
500,2026-03-24 03:04:03.454512-07,CAM_01,1,0,0,0,"{""fps"": 14.19579271972597}"
501,2026-03-24 03:04:13.735354-07,CAM_01,1,0,0,0,"{""fps"": 22.2765055401754}"
502,2026-03-24 03:04:23.539184-07,CAM_01,1,0,0,0,"{""fps"": 23.697374705940653}"
503,2026-03-24 03:04:33.601329-07,CAM_01,1,0,0,0,"{""fps"": 20.867693288890962}"
504,2026-03-24 03:04:43.593733-07,CAM_01,1,0,1,0,"{""fps"": 18.784358298286794}"
505,2026-03-24 03:04:53.64639-07,CAM_01,1,0,0,0,"{""fps"": 23.87007289784958}"
506,2026-03-24 03:05:03.657663-07,CAM_01,1,0,0,0,"{""fps"": 22.660394257866095}"
507,2026-03-24 03:05:13.670151-07,CAM_01,2,0,1,0,"{""fps"": 23.983617528862908}"
508,2026-03-24 03:05:23.726817-07,CAM_01,1,0,0,0,"{""fps"": 22.796795592025852}"
509,2026-03-24 03:05:33.733694-07,CAM_01,1,0,0,0,"{""fps"": 23.980149488681626}"
510,2026-03-24 03:05:43.772229-07,CAM_01,1,0,0,0,"{""fps"": 26.98168543376209}"
511,2026-03-24 03:05:53.826963-07,CAM_01,2,0,1,0,"{""fps"": 22.342899225859206}"
512,2026-03-24 03:06:03.863329-07,CAM_01,1,0,0,0,"{""fps"": 26.58143922012023}"
513,2026-03-24 03:06:13.86744-07,CAM_01,1,0,0,0,"{""fps"": 25.086600515571824}"
514,2026-03-24 03:06:23.925967-07,CAM_01,1,0,0,0,"{""fps"": 24.16312023397699}"
541,2026-03-24 05:56:02.111966-07,CAM_01,0,0,0,0,"{""fps"": 0.46466858148537377}"
542,2026-03-24 05:56:32.917477-07,CAM_01,1,0,0,0,"{""fps"": 0.46466858148537377}"
543,2026-03-24 05:56:42.223912-07,CAM_01,1,0,0,0,"{""fps"": 22.44199927454923}"
544,2026-03-24 05:56:52.183813-07,CAM_01,0,0,0,0,"{""fps"": 23.989664715733213}"
545,2026-03-24 05:57:02.196393-07,CAM_01,1,0,0,0,"{""fps"": 21.0161839596499}"
546,2026-03-24 05:57:12.228367-07,CAM_01,1,0,0,0,"{""fps"": 22.487521125250296}"
547,2026-03-24 05:57:22.230733-07,CAM_01,0,0,0,0,"{""fps"": 21.151267315330646}"
548,2026-03-24 05:57:32.229603-07,CAM_01,1,0,0,0,"{""fps"": 15.63893968477833}"
549,2026-03-24 05:57:42.244917-07,CAM_01,1,0,0,0,"{""fps"": 25.533825347469374}"
550,2026-03-24 05:57:52.263315-07,CAM_01,1,0,0,0,"{""fps"": 24.48584045729743}"
551,2026-03-24 05:58:02.294764-07,CAM_01,1,0,0,0,"{""fps"": 23.855540543967194}"
552,2026-03-24 05:58:12.361096-07,CAM_01,1,0,0,0,"{""fps"": 21.597084459806585}"
553,2026-03-24 05:58:22.408442-07,CAM_01,1,0,0,0,"{""fps"": 21.914105440748713}"
554,2026-03-24 05:58:32.406386-07,CAM_01,1,0,0,0,"{""fps"": 18.557354663686006}"
555,2026-03-24 05:58:42.422201-07,CAM_01,1,0,0,0,"{""fps"": 22.71105338530539}"
556,2026-03-24 05:58:52.448399-07,CAM_01,1,0,0,0,"{""fps"": 19.56612897921331}"
557,2026-03-24 05:59:02.452338-07,CAM_01,1,0,0,0,"{""fps"": 23.376879105363198}"
558,2026-03-24 05:59:12.477639-07,CAM_01,1,0,0,0,"{""fps"": 22.877959423747026}"
559,2026-03-24 05:59:22.507989-07,CAM_01,1,0,0,0,"{""fps"": 23.69466222922026}"
560,2026-03-24 05:59:32.522117-07,CAM_01,1,0,0,0,"{""fps"": 24.289454646871754}"
561,2026-03-24 05:59:42.545646-07,CAM_01,1,0,0,0,"{""fps"": 22.830333816905068}"
562,2026-03-24 05:59:52.577388-07,CAM_01,1,0,0,0,"{""fps"": 26.331489796060723}"
563,2026-03-24 06:00:02.57716-07,CAM_01,1,0,0,0,"{""fps"": 23.803395704984595}"
564,2026-03-24 06:00:12.606737-07,CAM_01,1,0,0,0,"{""fps"": 23.98756100054355}"
565,2026-03-24 06:00:22.60349-07,CAM_01,1,0,0,0,"{""fps"": 25.813233803218303}"
566,2026-03-24 06:00:32.613158-07,CAM_01,1,0,1,0,"{""fps"": 23.033829973065533}"
567,2026-03-24 06:00:42.612645-07,CAM_01,1,0,0,0,"{""fps"": 24.799014827955556}"
568,2026-03-24 06:00:52.615934-07,CAM_01,1,0,0,0,"{""fps"": 23.725677286748546}"
569,2026-03-24 06:01:02.631094-07,CAM_01,1,0,0,0,"{""fps"": 26.624534936673804}"
570,2026-03-24 06:01:12.698355-07,CAM_01,1,0,0,0,"{""fps"": 19.83973738140597}"
571,2026-03-24 06:01:22.699513-07,CAM_01,1,0,0,0,"{""fps"": 25.25900836787036}"
572,2026-03-24 06:01:32.734218-07,CAM_01,0,0,0,0,"{""fps"": 25.948897863304403}"
573,2026-03-24 06:01:42.786631-07,CAM_01,1,0,0,0,"{""fps"": 26.395557845966447}"
574,2026-03-24 06:01:52.833095-07,CAM_01,1,0,0,0,"{""fps"": 25.31873161057522}"
575,2026-03-24 06:02:02.847819-07,CAM_01,1,0,0,0,"{""fps"": 25.733092202383872}"
576,2026-03-24 06:02:12.853949-07,CAM_01,1,0,0,0,"{""fps"": 22.932636517483747}"
577,2026-03-24 06:02:22.873074-07,CAM_01,1,0,0,0,"{""fps"": 24.2258344888962}"
578,2026-03-24 06:02:32.876056-07,CAM_01,1,0,0,0,"{""fps"": 25.45013727197962}"
579,2026-03-24 06:02:42.918196-07,CAM_01,1,0,0,0,"{""fps"": 24.194615363493998}"
580,2026-03-24 06:02:52.944627-07,CAM_01,1,0,0,0,"{""fps"": 26.6786329151617}"
581,2026-03-24 06:03:02.954099-07,CAM_01,1,0,0,0,"{""fps"": 25.17356971375808}"
582,2026-03-24 06:03:12.978154-07,CAM_01,1,0,0,0,"{""fps"": 23.753943070274776}"
583,2026-03-24 06:03:23.020339-07,CAM_01,1,0,0,0,"{""fps"": 25.992315656801598}"
584,2026-03-24 06:03:33.059445-07,CAM_01,1,0,0,0,"{""fps"": 26.601338638275923}"
585,2026-03-24 06:03:43.098364-07,CAM_01,1,0,0,0,"{""fps"": 25.47716673620881}"
586,2026-03-24 06:03:53.10268-07,CAM_01,1,0,0,0,"{""fps"": 25.9386274959398}"
587,2026-03-24 06:04:03.143507-07,CAM_01,1,0,0,0,"{""fps"": 24.484582602565688}"
588,2026-03-24 06:04:13.152084-07,CAM_01,0,0,0,0,"{""fps"": 23.301165691418504}"
589,2026-03-24 06:04:23.170609-07,CAM_01,1,0,0,0,"{""fps"": 22.26048559263451}"
590,2026-03-24 06:04:33.228909-07,CAM_01,0,0,0,0,"{""fps"": 22.764241997724103}"
591,2026-03-24 06:04:43.228658-07,CAM_01,0,0,0,0,"{""fps"": 23.305381497112766}"
592,2026-03-24 06:04:53.235793-07,CAM_01,1,0,0,0,"{""fps"": 22.949227010715976}"
593,2026-03-24 06:05:03.255981-07,CAM_01,1,0,0,0,"{""fps"": 23.28165696321013}"
594,2026-03-24 06:05:13.260733-07,CAM_01,1,0,0,0,"{""fps"": 19.612505736850018}"
595,2026-03-24 06:05:23.322065-07,CAM_01,1,0,0,0,"{""fps"": 22.698497339226122}"
596,2026-03-24 06:05:33.428125-07,CAM_01,1,0,0,0,"{""fps"": 17.85325618078769}"
597,2026-03-24 06:05:43.421596-07,CAM_01,1,0,0,0,"{""fps"": 21.685785709635805}"
598,2026-03-24 06:05:53.438769-07,CAM_01,1,0,0,0,"{""fps"": 15.85885441042157}"
599,2026-03-24 06:06:03.568268-07,CAM_01,1,0,0,0,"{""fps"": 14.554859700720472}"
600,2026-03-24 06:06:13.747699-07,CAM_01,1,0,0,0,"{""fps"": 14.65879701728732}"
601,2026-03-24 06:06:23.850859-07,CAM_01,1,0,0,0,"{""fps"": 13.262962840827521}"
602,2026-03-24 06:06:33.979353-07,CAM_01,1,0,0,0,"{""fps"": 9.649294058292327}"
603,2026-03-24 06:06:43.824793-07,CAM_01,1,0,0,0,"{""fps"": 14.301116820131313}"
604,2026-03-24 06:06:53.806418-07,CAM_01,1,0,0,0,"{""fps"": 21.908553826370653}"
605,2026-03-24 06:07:03.834922-07,CAM_01,1,0,0,0,"{""fps"": 24.845292964291296}"
606,2026-03-24 06:07:13.868722-07,CAM_01,1,0,0,0,"{""fps"": 24.952513941221515}"
607,2026-03-24 06:07:23.958185-07,CAM_01,1,0,0,0,"{""fps"": 27.211822632704557}"
608,2026-03-24 06:07:33.963107-07,CAM_01,1,0,0,0,"{""fps"": 24.24148268980734}"
609,2026-03-24 06:07:43.993842-07,CAM_01,1,0,0,0,"{""fps"": 25.250615567074234}"
610,2026-03-24 06:07:54.02611-07,CAM_01,1,0,0,0,"{""fps"": 25.155788775339314}"
611,2026-03-24 06:08:04.058351-07,CAM_01,0,0,0,0,"{""fps"": 25.182347494163476}"
